,pol_filtered,pol
2645,7275.855,8468.659
2646,3701.969,1748.024
2647,7825.126,5353.125
2648,5942.919,3767.938
2649,5855.037,4210.672
2650,12585.58,5472.977
2651,2774.706,18674.48
2652,3529.523,2317.704
2653,2902.956,4502.637
2654,7711.417,5533.541
2655,15556.43,1991.218
2656,1759.21,2978.867
2657,6874.643,11187.4
2658,2314.544,4296.109
2659,10414.24,3003.572
2660,12585.58,3309.528
2661,4978.07,3476.91
2662,5449.068,7829.536
2663,16035.68,3560.864
2664,2092.692,5845.9
2665,7239.674,6158.341
2666,5855.326,3810.647
2667,8207.771,3894.834
2668,5147.237,5732.94
2669,3036.383,2970.418
2670,4783.506,5038.476
2671,4778.762,28203.6
2672,4628.074,4891.446
2673,2517.975,3358.762
2674,2823.141,6583.602
2675,18374.22,6636.552
2676,4248.779,2354.436
2677,1662.02,3836.49
2678,1405.096,8483.844
2679,3066.404,2369.422
2680,5794.045,7896.493
2681,3119.263,5064.206
2682,7085.292,3827.0
2683,5765.132,10106.6
2684,4046.564,2903.561
2685,4913.674,6898.254
2686,5625.118,5111.529
2687,1988.976,2060.028
2688,3699.147,4361.266
2689,3712.046,4267.172
2690,3943.075,7522.174
2691,5041.902,16125.16
2692,2549.969,12416.26
2693,1922.856,4085.171
2694,6448.334,4126.249
2695,3218.695,4747.398
2696,2495.134,12585.58
2697,3588.744,18674.48
2698,2272.211,19201.25
2699,5141.452,9691.557
2700,2943.358,5308.488
2701,3370.763,11819.96
2702,4308.563,8135.199
2703,6202.977,4390.003
2704,12585.58,2353.732
2705,2496.958,3697.33
2706,12026.77,2923.42
2707,2550.424,5743.194
2708,3765.647,2847.128
2709,3469.977,2437.244
2710,4352.359,3236.334
2711,5639.648,4508.586
2712,10416.84,3661.616
2713,4403.779,9517.625
2714,3615.242,8169.602
2715,5219.644,1653.481
2716,2221.577,26419.3
2717,18126.98,5073.788
2718,4593.215,5545.276
2719,4956.11,4580.038
2720,30421.16,10096.84
2721,6858.209,3710.485
2722,5235.329,6979.457
2723,5384.907,2655.79
2724,5431.623,4811.967
2725,2170.584,4480.03
2726,8384.115,10043.04
2727,6046.672,13025.17
2728,4322.972,8428.587
2729,4326.094,5514.055
2730,4853.305,3722.829
2731,6118.304,4705.673
2732,6461.818,4851.366
2733,9506.521,2620.792
2734,5897.568,2263.53
2735,5450.98,10017.48
2736,4411.327,1946.945
2737,6114.625,4168.773
2738,14535.31,4684.528
2739,3628.797,4007.113
2740,9960.535,22737.0
2741,5596.005,5478.081
2742,3562.385,2751.167
2743,2015.094,7345.226
2744,3243.999,3967.494
2745,7594.802,4433.511
2746,2912.515,5603.878
2747,6637.697,4551.35
2748,4310.145,3686.361
2749,2925.975,1985.982
2750,2862.254,3054.123
2751,2548.36,8009.966
2752,4913.364,3433.934
2753,5694.372,3486.73
2754,1637.596,5001.575
2755,2401.053,12806.94
2756,4295.188,5197.133
2757,6048.927,18945.13
2758,3049.391,6778.705
2759,2731.632,2867.388
2760,5738.602,2526.34
2761,5494.507,4888.725
2762,2640.822,2214.522
2763,4699.033,3346.387
2764,3376.434,4017.67
2765,7585.221,9881.713
2766,10800.51,4799.824
2767,12585.58,5167.379
2768,11030.38,5815.243
2769,2352.001,4275.883
2770,19257.94,9016.754
2771,3491.706,3977.975
2772,3241.403,9876.289
2773,5106.811,3198.268
2774,3450.664,1478.364
2775,15592.09,2986.278
2776,3991.451,1880.372
2777,6896.959,7941.966
2778,3596.751,4045.721
2779,3216.778,2649.347
2780,2315.915,16887.16
2781,2833.34,8913.28
2782,6664.856,10959.72
2783,5199.838,7944.738
2784,2856.143,5590.686
2785,2272.94,4809.979
2786,1730.773,5440.341
2787,4531.805,5341.752
2788,5597.657,3361.617
2789,5702.328,3281.664
2790,1900.764,2256.288
2791,12585.58,1378.509
2792,5426.205,16147.65
2793,2678.369,7637.63
2794,4289.716,4326.865
2795,3579.961,5234.061
2796,2410.691,4878.817
2797,4576.369,6807.432
2798,2977.27,5360.416
2799,1526.106,3162.737
2800,2057.804,8436.141
2801,3106.986,7015.462
2802,1657.874,4176.445
2803,6922.15,9002.051
2804,2787.983,5831.533
2805,4794.253,7001.686
2806,3116.392,2559.247
2807,4803.299,7813.515
2808,5311.873,3250.29
2809,1863.951,2592.827
2810,6350.109,4065.058
2811,3032.637,2407.721
2812,28067.01,2312.258
2813,2819.715,7747.233
2814,4289.766,1292.43
2815,6529.981,6481.626
2816,4078.929,12265.21
2817,17920.31,1658.957
2818,3408.592,2850.551
2819,2813.031,4475.555
2820,2320.532,9634.938
2821,8769.102,3613.618
2822,3366.277,4827.629
2823,2943.876,3827.75
2824,4176.212,2838.072
2825,5157.441,8754.228
2826,4176.568,4361.7
2827,3823.194,2877.038
2828,2622.695,2189.961
2829,4635.228,6070.47
2830,2697.137,5373.744
2831,5122.183,10528.35
2832,4451.308,2306.973
2833,4990.459,2311.25
2834,8765.686,2633.378
2835,2433.356,2779.847
2836,2839.944,1949.664
2837,2443.253,5487.759
2838,2749.544,6150.308
2839,3201.235,5695.236
2840,3306.525,18237.79
2841,6642.01,3728.529
2842,2194.514,7728.894
2843,2741.033,3932.316
2844,4674.309,3496.004
2845,5724.09,4461.156
2846,6859.215,9195.173
2847,5387.777,6414.037
2848,2064.531,4173.994
2849,1864.411,2200.036
2850,3266.481,10641.72
2851,4441.891,2083.691
2852,7378.191,4432.71
2853,6309.797,1847.708
2854,3647.462,5653.861
2855,4207.749,4409.089
2856,1249.48,5295.389
2857,2493.029,3137.372
2858,2533.191,5883.575
2859,6412.793,3299.756
2860,4662.961,3921.124
2861,4025.725,4317.225
2862,5530.152,6834.71
2863,4783.804,2991.053
2864,5785.267,4226.715
2865,14223.43,4677.36
2866,4248.373,3148.228
2867,3021.748,5276.257
2868,3276.199,5344.42
2869,3231.128,7166.284
2870,5797.657,4513.684
2871,3723.962,19017.5
2872,5254.768,3562.553
2873,3440.486,3210.358
2874,1919.494,3558.515
2875,4621.527,12585.58
2876,4403.275,3334.669
2877,12585.58,6339.266
2878,4077.492,5199.051
2879,1773.398,12535.78
2880,4996.303,7335.616
2881,3347.757,5394.173
2882,6520.36,5370.788
2883,3273.725,12585.58
2884,2436.979,2793.264
2885,12740.51,7621.594
2886,3354.89,3059.109
2887,7184.638,3862.162
2888,7335.162,6967.869
2889,6725.109,8082.343
2890,2743.337,5763.398
2891,5384.324,3448.008
2892,5290.473,2222.094
2893,7044.445,3348.809
2894,5581.745,6337.177
2895,2349.729,7974.428
2896,13493.02,15504.42
2897,2027.194,3882.24
2898,4646.933,7283.471
2899,18052.67,2885.907
2900,4980.1,3414.229
2901,3316.445,3656.786
2902,6710.711,1295.832
2903,1377.888,3265.379
2904,1849.627,9681.176
2905,4619.544,2973.007
2906,4899.004,5370.863
2907,4319.147,5425.392
2908,5496.506,6306.731
2909,6377.067,3940.164
2910,4790.276,10511.52
2911,2917.905,8828.611
2912,8964.557,4007.766
2913,16306.83,6173.013
2914,9249.614,12490.2
2915,5119.348,11905.02
2916,5033.385,3366.951
2917,12585.58,2355.674
2918,9327.595,7592.907
2919,3977.334,3880.317
2920,7509.286,7316.632
2921,2607.681,6484.81
2922,5706.629,8828.611
2923,4323.817,3679.459
2924,12149.4,2372.347
2925,4981.461,4585.39
2926,3525.526,6606.144
2927,3746.034,3816.628
2928,4647.3,4926.091
2929,5093.294,7744.755
2930,41492.88,7323.475
2931,2156.567,4084.008
2932,3189.313,8091.424
2933,1897.817,4008.74
2934,4647.971,5599.58
2935,3927.476,3305.862
2936,4894.743,16915.42
2937,3279.368,8828.611
2938,5527.35,4946.996
2939,2301.01,4217.074
2940,4831.596,2611.143
2941,2426.043,5194.823
2942,2589.475,6121.682
2943,4558.961,4045.909
2944,3483.577,4953.205
2945,4872.824,12585.58
2946,2779.841,2280.545
2947,7106.568,9510.796
2948,7167.321,3123.937
2949,3629.066,12585.58
2950,5579.28,3805.939
2951,1976.133,7711.417
2952,8171.196,2199.044
2953,4767.974,7339.063
2954,3172.527,3143.278
2955,7218.044,2446.875
2956,11581.12,2318.742
2957,3697.529,2024.439
2958,2394.763,4846.555
2959,4732.133,5574.252
2960,5498.091,3344.223
2961,1360.963,4907.215
2962,4662.529,4209.198
2963,6427.034,4939.835
2964,1343.467,2801.326
2965,3122.749,4993.024
2966,10118.7,4470.074
2967,11455.46,1893.331
2968,2972.876,3055.032
2969,8319.109,2305.268
2970,1976.375,4081.791
2971,3056.787,6715.499
2972,5947.154,4554.983
2973,2499.457,2197.733
2974,2013.531,5162.974
2975,2921.472,3009.135
2976,2229.843,3336.798
2977,5543.95,2674.734
2978,2405.322,6614.691
2979,6894.288,5213.904
2980,4103.505,4458.93
2981,2743.603,3998.732
2982,6427.672,20923.43
2983,2987.686,4815.982
2984,7150.002,3876.332
2985,4303.653,5958.019
2986,2759.647,5715.273
2987,6168.364,2863.32
2988,3574.969,3692.718
2989,3917.869,3589.951
2990,5255.892,3539.546
2991,6195.244,6199.716
2992,9424.514,7626.8
2993,6292.488,4828.072
2994,2331.709,4093.446
2995,5202.71,8404.253
2996,7523.011,1883.255
2997,5280.835,4617.614
2998,3343.718,3889.479
2999,2773.52,3964.691
3000,4237.668,5484.595
3001,3574.606,3898.132
3002,9679.841,16396.39
3003,29611.06,2805.25
3004,3127.985,8753.111
3005,6944.974,5981.56
3006,4562.626,2812.648
3007,4152.574,18374.22
3008,6336.318,3125.823
3009,8266.098,5739.94
3010,4266.618,1803.651
3011,3823.654,3100.952
3012,4129.428,12585.58
3013,2499.687,4903.195
3014,6494.022,3296.563
3015,4979.735,5509.315
3016,3274.724,20210.66
3017,3329.86,7672.502
3018,11041.8,12585.58
3019,3392.743,12585.58
3020,3113.454,16665.31
3021,4647.23,5164.685
3022,2154.289,5788.32
3023,4775.374,3118.244
3024,3056.01,5939.937
3025,5905.141,12554.63
3026,9155.42,24124.95
3027,2315.614,4458.073
3028,6670.25,4227.746
3029,5093.82,2309.985
3030,2620.709,2082.886
3031,2297.796,6875.871
3032,4379.377,7233.736
3033,3464.897,3915.395
3034,3432.1,1964.479
3035,12585.58,13257.11
3036,2871.351,4043.41
3037,7825.583,4044.796
3038,3510.113,3654.396
3039,2217.644,3363.018
3040,4920.638,3550.687
3041,3639.558,6164.753
3042,2292.91,5286.147
3043,1452.139,6895.487
3044,7847.014,3944.466
3045,4109.057,3769.367
3046,6132.047,2985.877
3047,8986.108,6386.427
3048,3492.237,4359.459
3049,5002.944,5476.897
3050,3972.292,4990.133
3051,3287.327,3093.608
3052,4021.779,5274.958
3053,8733.737,12701.28
3054,2221.784,7147.698
3055,2713.444,4256.552
3056,1377.463,4072.739
3057,3814.606,1738.764
3058,3206.1,3413.606
3059,3591.17,3949.877
3060,1952.931,2608.181
3061,3558.588,8629.752
3062,3538.421,4867.204
3063,12730.32,3672.934
3064,6592.245,2414.929
3065,4690.543,7912.446
3066,7363.584,3204.972
3067,4674.242,7311.217
3068,3090.565,4767.416
3069,4342.299,3991.797
3070,2348.453,4627.219
3071,2534.685,12585.58
3072,5803.429,4963.712
3073,5846.084,3139.9
3074,6744.255,5528.503
3075,4831.15,2839.789
3076,7321.316,5868.342
3077,3690.395,1944.416
3078,3044.32,6463.443
3079,3267.401,5973.901
3080,2992.451,3958.798
3081,4963.172,3716.412
3082,2990.851,3955.627
3083,6150.32,2639.926
3084,4403.748,6723.453
3085,2387.111,7536.916
3086,5658.398,6661.299
3087,1837.67,2673.342
3088,15423.25,2640.491
3089,2904.597,3283.344
3090,6288.15,2463.663
3091,2537.958,4041.261
3092,1984.413,2988.611
3093,1786.764,3044.517
3094,5330.293,3361.295
3095,2430.799,3144.599
3096,4277.25,5606.971
3097,2223.027,5556.613
3098,4574.204,4667.957
3099,4021.444,7440.212
3100,4543.917,12585.58
3101,2171.54,4363.965
3102,6092.36,5005.064
3103,2676.109,4285.021
3104,4903.269,6056.145
3105,3669.174,12585.58
3106,3660.828,7954.521
3107,4126.295,3190.325
3108,3178.056,2601.557
3109,7602.656,5160.447
3110,5691.499,6003.896
3111,3684.571,4120.78
3112,2861.727,7463.755
3113,14296.54,6049.363
3114,3276.386,7576.122
3115,3292.495,7451.063
3116,3704.459,1652.715
3117,3827.863,3153.193
3118,5112.662,7500.586
3119,2944.541,7295.204
3120,2551.406,7829.605
3121,5358.18,5514.941
3122,3148.47,7374.918
3123,12330.35,7175.958
3124,2864.246,4108.214
3125,2772.038,2856.403
3126,2424.896,6660.318
3127,3840.303,2349.543
3128,7210.112,3317.989
3129,4909.715,17473.95
3130,4962.21,4312.412
3131,6240.329,47457.04
3132,8432.954,2246.038
3133,6217.346,5482.854
3134,7003.761,3396.582
3135,3893.698,6384.584
3136,5207.895,3680.721
3137,2581.731,2520.409
3138,3453.106,8375.679
3139,4499.165,13833.02
3140,4574.518,3581.351
3141,4502.544,2800.676
3142,11174.56,3743.599
3143,8827.535,4561.513
3144,9111.835,3463.032
3145,4128.502,5445.13
3146,4324.425,4364.643
3147,10067.78,2863.152
3148,9089.173,4930.008
3149,2613.73,2491.528
3150,5907.64,12202.22
3151,7557.715,7187.773
3152,3525.452,17413.47
3153,4451.83,4485.192
3154,2984.135,3107.383
3155,2196.729,2908.405
3156,4596.544,12585.58
3157,8973.34,2920.137
3158,2801.829,2882.675
3159,8296.438,6785.159
3160,5033.27,5221.947
3161,3136.951,5076.686
3162,4861.802,10426.93
3163,3416.914,3709.491
3164,16375.25,6260.765
3165,2784.96,4702.86
3166,6769.366,7933.947
3167,3465.024,2389.494
3168,36087.03,1370.483
3169,4749.957,2923.512
3170,1808.291,5637.854
3171,7394.697,3777.725
3172,5574.978,4956.891
3173,3736.552,4331.979
3174,9479.322,3245.976
3175,2645.927,3354.693
3176,3866.295,2142.088
3177,1899.936,7542.805
3178,12585.58,2765.065
3179,1901.916,6349.409
3180,13114.76,2638.042
3181,3045.091,8891.223
3182,6154.327,8828.611
3183,4291.4,7382.233
3184,3612.662,3727.588
3185,9977.91,7794.022
3186,9497.751,3945.283
3187,7057.235,5657.684
3188,8398.851,3917.661
3189,3701.81,4448.458
3190,2108.065,4508.283
3191,5458.987,9854.253
3192,2858.85,3937.959
3193,2849.528,6902.61
3194,2774.79,5573.468
3195,2649.013,17834.36
3196,3233.199,6784.685
3197,2712.082,6456.409
3198,4224.888,1812.472
3199,7853.741,4669.465
3200,2570.086,7360.897
3201,1866.798,3804.248
3202,3174.512,4665.29
3203,5355.761,3730.327
3204,3207.177,3558.078
3205,3352.079,3543.381
3206,5345.068,3595.576
3207,3491.416,5572.7
3208,3391.936,1769.714
3209,4702.076,5657.352
3210,4879.705,4945.454
3211,4243.171,4094.585
3212,3510.094,8828.611
3213,3906.865,2219.611
3214,12585.58,3138.063
3215,2658.822,11084.67
3216,4383.692,14286.59
3217,3625.177,3101.508
3218,4653.004,7302.036
3219,13946.67,2358.458
3220,2845.384,3016.627
3221,9349.332,7567.291
3222,5896.766,12585.58
3223,2214.503,3418.994
3224,3097.832,11703.89
3225,1685.175,5395.01
3226,3219.389,12585.58
3227,5300.245,3794.657
3228,4331.834,2966.394
3229,6021.592,4313.686
3230,4449.329,4190.113
3231,3474.619,4357.001
3232,4736.265,5925.064
3233,9649.333,4808.149
3234,4883.766,4492.9
3235,4523.084,3335.515
3236,2827.095,7115.678
3237,3609.283,6592.243
3238,2659.029,3700.122
3239,5210.941,4173.729
3240,2597.314,4534.491
3241,5783.779,4620.325
3242,3947.979,7298.276
3243,4439.737,3235.054
3244,2647.109,1606.092
3245,6095.45,2628.224
3246,2956.619,6143.976
3247,1580.317,4643.7
3248,7778.71,3751.897
3249,4888.802,3985.51
3250,17151.04,6148.219
3251,4186.987,3314.334
3252,7418.169,3185.558
3253,4411.449,11622.29
3254,7936.679,3849.467
3255,4794.496,2833.26
3256,2201.804,12585.58
3257,3709.851,3772.497
3258,12585.58,4870.134
3259,4704.089,1891.809
3260,2627.576,3743.195
3261,3453.699,5123.677
3262,4299.983,5134.406
3263,8630.501,4240.672
3264,4709.87,6367.971
3265,9341.951,3702.592
3266,4866.495,4627.818
3267,2712.266,3525.394
3268,2267.077,3056.19
3269,2948.115,4067.06
3270,4445.097,7044.954
3271,3371.109,4593.008
3272,8580.117,1028.938
3273,4310.756,7143.155
3274,4748.77,9720.104
3275,7118.793,5363.823
3276,6048.67,4013.726
3277,8367.697,5359.682
3278,12585.58,5869.028
3279,10375.51,7097.93
3280,1704.174,4574.247
3281,2023.272,16467.95
3282,4141.883,2896.706
3283,12585.58,4883.981
3284,2336.632,6716.507
3285,3559.078,11917.72
3286,1945.029,2706.767
3287,1576.609,2601.364
3288,9765.241,4989.804
3289,6658.37,6223.512
3290,7462.924,5161.173
3291,9047.612,3588.856
3292,5205.849,3581.311
3293,3474.874,3311.205
3294,4441.781,2960.707
3295,2311.285,2576.436
3296,6636.756,2558.434
3297,7378.044,3700.867
3298,5254.327,5618.858
3299,9137.038,4234.226
3300,2452.793,3691.256
3301,2072.424,3445.884
3302,5289.75,5799.48
3303,11534.15,5398.085
3304,4083.232,8828.611
3305,2265.83,6604.284
3306,2419.704,4383.934
3307,4033.985,1808.993
3308,12585.58,7747.992
3309,2984.232,3500.24
3310,7592.007,6159.185
3311,3896.47,3587.727
3312,6367.372,13547.21
3313,2252.187,3210.141
3314,2096.972,4972.789
3315,4007.334,6060.534
3316,7275.856,7804.272
3317,4029.286,12585.58
3318,2171.423,3281.443
3319,4158.533,5503.109
3320,8462.756,5851.491
3321,4113.131,8795.478
3322,6234.944,3747.799
3323,5548.834,4113.828
3324,2241.857,4686.42
3325,1740.101,5667.584
3326,4355.969,3336.493
3327,6837.836,4007.509
3328,13808.02,5441.5
3329,4132.162,7113.407
3330,3782.457,12585.58
3331,4133.431,3898.881
3332,4697.493,2326.824
3333,3491.216,2949.033
3334,2799.477,4109.433
3335,1709.304,4306.777
3336,4462.703,6304.976
3337,4207.541,3035.789
3338,2765.099,9916.807
3339,3107.51,4239.26
3340,2111.497,12585.58
3341,5039.408,3043.692
3342,8828.611,7073.966
3343,4389.081,5596.005
3344,5037.804,14239.73
3345,4985.715,12585.58
3346,12585.58,7016.088
3347,4763.175,12585.58
3348,3647.372,3212.841
3349,2542.753,2278.699
3350,4092.472,4308.828
3351,9749.326,7362.239
3352,4191.338,3775.436
3353,5125.078,2744.702
3354,6464.555,2978.217
3355,3717.227,2884.858
3356,3339.498,3536.859
3357,1743.227,5895.874
3358,3217.477,5486.617
3359,5019.33,2872.326
3360,2502.406,2853.797
3361,5054.721,9474.126
3362,3040.486,5225.239
3363,7176.859,36731.1
3364,7251.678,15258.32
3365,2388.947,6241.547
3366,849.2052,4430.278
3367,7199.479,2804.358
3368,7660.312,2522.486
3369,4071.613,17049.39
3370,6257.013,3228.19
3371,11761.84,6809.975
3372,7135.705,2809.143
3373,1761.061,9250.498
3374,5485.001,5636.18
3375,6628.639,3188.201
3376,4354.853,5604.949
3377,4559.647,3408.996
3378,3660.986,4389.21
3379,1529.367,8653.38
3380,3088.752,2724.629
3381,6056.352,5411.39
3382,18372.77,3212.499
3383,9146.991,4195.766
3384,3335.8,1706.3
3385,2147.956,18147.2
3386,2746.126,3465.309
3387,6404.397,6181.035
3388,2482.592,5482.512
3389,2177.269,7840.812
3390,1753.192,6202.581
3391,5150.203,6020.371
3392,1110.813,6440.886
3393,7275.321,5543.223
3394,5648.943,6625.749
3395,4720.018,2516.633
3396,4853.273,4336.78
3397,18674.48,4625.005
3398,4899.091,3081.598
3399,2233.976,4938.597
3400,8764.619,12585.58
3401,6800.329,4929.352
3402,7713.37,7262.791
3403,1919.655,2321.943
3404,16118.53,5918.995
3405,5379.047,5255.151
3406,2422.243,5987.836
3407,3782.743,4456.428
3408,11406.11,4145.722
3409,3420.316,12585.58
3410,4352.21,5688.238
3411,9881.392,2230.933
3412,3656.067,5758.021
3413,3563.638,9541.861
3414,7406.151,3164.21
3415,7987.454,3129.6
3416,10925.1,3399.443
3417,4119.369,3068.78
3418,3602.96,8447.816
3419,3188.837,5411.67
3420,2316.434,3411.522
3421,3545.524,7131.314
3422,2484.866,8585.322
3423,4589.437,4906.377
3424,2705.433,2218.874
3425,4988.299,21031.53
3426,3347.651,12585.58
3427,3887.096,12585.58
3428,3200.693,2891.852
3429,16422.44,12020.07
3430,2488.978,3553.204
3431,2399.223,12585.58
3432,7323.804,10088.58
3433,12540.07,13446.51
3434,2953.336,5692.815
3435,2474.16,4151.575
3436,2470.373,3989.455
3437,6519.137,2560.033
3438,3247.55,5034.775
3439,6079.349,5715.108
3440,4716.212,2658.278
3441,2690.523,3442.348
3442,2335.956,6853.402
3443,5027.411,12585.58
3444,5711.051,7330.674
3445,27719.08,4031.099
3446,3272.558,11073.45
3447,3114.859,4058.732
3448,2323.571,7949.131
3449,5021.413,2839.74
3450,4239.053,3244.841
3451,3926.031,4643.767
3452,7752.215,3239.492
3453,4568.586,5644.311
3454,7221.544,2893.268
3455,8111.081,61437.89
3456,4046.586,5971.414
3457,2480.901,5450.324
3458,8816.229,14882.06
3459,2459.757,3463.282
3460,3374.81,5050.578
3461,2951.346,5864.944
3462,5483.057,5691.788
3463,4459.307,2735.35
3464,11278.42,4447.983
3465,3130.365,3302.554
3466,4953.988,12585.58
3467,6088.376,2867.404
3468,1743.109,4849.259
3469,12585.58,4773.131
3470,3048.02,12185.72
3471,6775.72,7367.084
3472,2959.239,4886.489
3473,3923.778,3732.542
3474,7554.471,7178.285
3475,2898.45,5628.556
3476,2901.294,18019.25
3477,7670.716,7882.416
3478,7939.97,5291.909
3479,1454.209,2420.315
3480,3914.79,6799.826
3481,4713.466,2853.467
3482,1273.599,7867.348
3483,2493.152,3315.719
3484,1984.163,3910.624
3485,2420.931,2211.019
3486,7576.11,6334.989
3487,3235.593,2582.585
3488,5881.568,3765.214
3489,3563.931,4616.648
3490,12878.93,2748.231
3491,2010.616,2335.351
3492,8851.515,3700.648
3493,15983.29,2434.156
3494,8844.921,6929.318
3495,3893.376,3424.478
3496,2411.387,3170.548
3497,3136.275,5038.67
3498,3652.12,2232.405
3499,2912.795,10690.62
3500,2779.641,7569.109
3501,3766.813,8632.522
3502,3469.327,2426.848
3503,2015.655,14329.29
3504,5874.196,2516.501
3505,7532.862,8344.498
3506,4100.467,5403.603
3507,2999.63,8263.487
3508,5287.239,3342.293
3509,7324.603,7294.707
3510,4399.216,3151.851
3511,2912.47,2404.596
3512,14311.74,5172.661
3513,4790.024,2782.63
3514,3271.353,38277.47
3515,3586.843,5040.054
3516,3693.314,2819.789
3517,5983.431,4370.554
3518,4676.384,4454.512
3519,3419.689,3019.612
3520,2699.854,4537.256
3521,8819.777,2968.939
3522,7722.074,4275.87
3523,4911.47,3734.9
3524,29066.09,3707.952
3525,3991.302,2042.301
3526,3686.636,4826.25
3527,3229.067,3589.264
3528,4435.068,3190.116
3529,5364.571,3119.329
3530,4411.588,5615.415
3531,4441.271,1489.239
3532,13361.63,33726.21
3533,3941.241,2587.095
3534,4313.103,1946.536
3535,4435.853,4618.592
3536,2756.068,5353.804
3537,1925.43,6015.686
3538,4470.912,2166.464
3539,5456.638,4796.554
3540,2030.794,5462.663
3541,12585.58,6153.521
3542,2392.459,6335.174
3543,4244.29,6009.754
3544,6162.443,2717.85
3545,3125.791,6437.245
3546,13115.86,3708.557
3547,1882.135,3127.204
3548,5114.342,12585.58
3549,3105.86,5324.321
3550,12585.58,9774.693
3551,4766.935,3447.402
3552,7877.781,5875.892
3553,3288.06,3883.906
3554,6215.315,4446.748
3555,3851.72,1942.373
3556,3019.437,2441.366
3557,6700.599,2726.706
3558,3731.588,3728.467
3559,4493.013,1850.887
3560,5711.578,2979.193
3561,12582.2,3153.612
3562,3850.965,3783.529
3563,3224.659,2457.496
3564,3256.851,3841.176
3565,3887.678,4055.214
3566,4132.805,4159.639
3567,4792.531,5252.064
3568,18374.22,4039.256
3569,5196.683,12141.85
3570,2642.775,3549.928
3571,3654.125,2269.27
3572,3348.092,3294.435
3573,2002.869,10833.21
3574,2288.098,4684.577
3575,2569.199,12585.58
3576,12585.58,8337.679
3577,6049.208,5338.988
3578,2455.377,5064.762
3579,4035.557,10549.56
3580,4121.649,4181.824
3581,4218.16,11033.32
3582,2702.769,3541.029
3583,7811.851,4528.771
3584,8102.237,8245.861
3585,2218.61,5112.007
3586,2022.743,3651.441
3587,3077.85,12585.58
3588,6031.335,5285.528
3589,3822.369,4827.346
3590,2900.896,4046.941
3591,2508.168,3536.847
3592,5701.767,8946.006
3593,3795.521,7163.841
3594,7421.904,10826.4
3595,7363.016,4189.172
3596,2004.448,4138.078
3597,9944.461,4690.765
3598,6578.148,6308.248
3599,8010.853,4507.75
3600,2989.85,6592.526
3601,1878.727,10844.09
3602,3899.666,5657.618
3603,8421.522,3660.273
3604,2844.572,4045.09
3605,5100.362,4625.292
3606,6157.808,2184.945
3607,4565.865,3245.828
3608,3887.027,6320.648
3609,5216.367,5822.296
3610,11910.13,2592.02
3611,3920.582,6922.0
3612,4171.752,8234.821
3613,3091.974,4522.767
3614,5083.366,7977.029
3615,3302.309,3803.509
3616,5144.592,5621.461
3617,7143.155,3991.595
3618,4214.58,9939.868
3619,3553.202,12670.2
3620,4697.321,4866.184
3621,5906.996,3367.399
3622,6014.262,7143.58
3623,2674.091,3072.028
3624,6354.699,6981.322
3625,4265.992,10183.0
3626,2560.703,3635.929
3627,9644.908,3175.836
3628,2900.084,9600.756
3629,5580.72,2675.441
3630,5848.946,8003.307
3631,4456.871,8994.844
3632,1748.894,14118.29
3633,3839.15,4908.982
3634,2019.362,2222.288
3635,5878.111,8539.554
3636,4467.088,5923.936
3637,4977.632,3816.737
3638,1445.918,5273.047
3639,1697.389,5579.686
3640,4117.83,6408.105
3641,3340.47,6188.745
3642,12585.58,3257.639
3643,2802.887,10358.89
3644,6030.805,5071.785
3645,1917.873,12585.58
3646,1500.11,5263.113
3647,10566.56,5326.631
3648,3790.401,3254.343
3649,3706.49,3927.915
3650,5295.728,14903.72
3651,4888.987,5657.716
3652,1165.775,6183.311
3653,4025.346,7500.592
3654,7888.696,1978.362
3655,5266.04,12614.27
3656,3555.208,6625.374
3657,4303.443,4163.878
3658,3793.402,3172.029
3659,3335.936,7778.809
3660,4923.135,3407.258
3661,4673.398,3613.75
3662,3397.775,3221.889
3663,3446.639,2967.54
3664,4577.288,4373.457
3665,12585.58,2948.451
3666,3912.784,2304.636
3667,4724.112,3706.211
3668,6077.765,12585.58
3669,8581.889,2022.187
3670,7214.741,12585.58
3671,5200.223,5119.78
3672,5473.058,12880.29
3673,3641.072,6765.005
3674,4752.028,2680.875
3675,4465.086,2158.52
3676,4594.907,4367.524
3677,8320.605,4762.15
3678,2260.683,2270.603
3679,2792.997,74346.74
3680,4473.028,3290.117
3681,5888.566,4065.653
3682,4110.386,7280.979
3683,6244.5,3924.935
3684,1596.845,4490.255
3685,4866.071,8828.611
3686,2592.318,3238.665
3687,2849.825,5244.266
3688,4438.33,4638.553
3689,7104.004,5356.572
3690,4942.836,2187.547
3691,3481.939,12315.2
3692,9016.587,8383.082
3693,3728.19,4730.694
3694,4538.493,2306.719
3695,3275.549,5375.808
3696,2037.155,5949.658
3697,3659.024,4662.076
3698,3253.455,2955.883
3699,4538.137,7746.325
3700,4778.853,5789.976
3701,1884.009,4311.16
3702,4006.931,12585.58
3703,6798.655,37050.8
3704,5441.971,4694.535
3705,4027.708,9872.189
3706,4552.17,4665.875
3707,2228.332,4683.621
3708,4247.901,2016.336
3709,5996.957,5672.678
3710,2497.934,3964.164
3711,5205.384,3785.156
3712,4215.169,7597.384
3713,7916.377,4421.211
3714,2360.535,6741.031
3715,2798.922,1389.004
3716,3473.618,5798.535
3717,12194.37,3797.452
3718,6282.781,14684.62
3719,5261.042,5612.442
3720,5809.792,3030.313
